pubkey,scid,channel_capacity,outgoing_reputation,incoming_revenue
039cc5f54fcb4ceb6900d13d899a1ea5a142f350cebceaae21043d1d502bb85ef5,480486581403648,2000000000,399850,528807
036360986f6673fd63711d6153841ae613e040bd1f7d32d648a1befdfc6ce4a702,535462162792448,1250000000,7458,57650
036360986f6673fd63711d6153841ae613e040bd1f7d32d648a1befdfc6ce4a702,402421255831552,1000000000,57650,7458
02aac548b877279c30f3abbb7301de93096e3b87144fc484dc3409bb0d6bd566b1,487083651170304,2000000000,10211013,4203423
02aac548b877279c30f3abbb7301de93096e3b87144fc484dc3409bb0d6bd566b1,391426139553792,1600625000,64085,3897
02aac548b877279c30f3abbb7301de93096e3b87144fc484dc3409bb0d6bd566b1,347445674442752,500000000,231551,445133
02aac548b877279c30f3abbb7301de93096e3b87144fc484dc3409bb0d6bd566b1,370535418626048,1100000000,261817,436922
02aac548b877279c30f3abbb7301de93096e3b87144fc484dc3409bb0d6bd566b1,378232000020480,957997000,0,5905452
02aac548b877279c30f3abbb7301de93096e3b87144fc484dc3409bb0d6bd566b1,359540302348288,2000000000,6994066,6767643
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,482685604659200,2000000000,242462,793315
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,472790000009216,2000000000,8059,731677
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,481586093031424,2000000000,378096,7451916
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,494780232564736,2000000000,34532,1432090
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,491481697681408,2000000000,270327,5264227
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,490382186053632,2000000000,73724,483266
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,498078767448064,2000000000,2072880,2087150
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,488183162798080,2000000000,795501,8400129
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,525566558142464,10000000000,19791192,0
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,572845558136832,3000000000,1325341,5019176
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,501377302331392,2000000000,20931530,17134535
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,478287558148096,2000000000,0,880985
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,499178279075840,2000000000,3743138,970
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,483785116286976,2000000000,3717134,705843
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,479387069775872,2000000000,132100,385913
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,473889511636992,2000000000,210670,386202
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,476088534892544,2000000000,1682475,3231475
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,477188046520320,2000000000,221076,1855819
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,487083651170304,2000000000,3339133,1453816
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,500277790703616,2000000000,19283303,92570
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,474989023264768,2000000000,3007021,3555842
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,485984139542528,2000000000,334772,1055672
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,569547023253504,10000000000,2776815,4930642
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,421112953503744,5000000000,444277,2617015
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,480486581403648,2000000000,425608,666137
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,470590976753664,2000000000,1017758,809622
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,492581209309184,2000000000,1675424,3541046
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,529964604653568,7700000000,56619,130010
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,471690488381440,2000000000,163203,2864336
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,468391953498112,2000000000,544303,7976235
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,469491465125888,2000000000,584414,2540218
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,484884627914752,2000000000,54612,859231
02e0d304ea61db67dcee3c3c4b53b1c43e3ed0a52e369cc86fe6e3562579739aa7,589338232553472,5000000000,0,0
03ae641aa89c4d2c0034b31bad23a4f80f841d593ddd52f7f35cf7896d0ef8a594,379331511648256,6000000000,13839,617178
03ae641aa89c4d2c0034b31bad23a4f80f841d593ddd52f7f35cf7896d0ef8a594,356241767464960,16000000000,0,1347
03ae641aa89c4d2c0034b31bad23a4f80f841d593ddd52f7f35cf7896d0ef8a594,377132488392704,4000000000,607155,7453
03ae641aa89c4d2c0034b31bad23a4f80f841d593ddd52f7f35cf7896d0ef8a594,406819302342656,5000000000,10871,87886
03ae641aa89c4d2c0034b31bad23a4f80f841d593ddd52f7f35cf7896d0ef8a594,417814418620416,3000000000,13157,407
03ae641aa89c4d2c0034b31bad23a4f80f841d593ddd52f7f35cf7896d0ef8a594,381530534903808,8000000000,227403,238621
03ae641aa89c4d2c0034b31bad23a4f80f841d593ddd52f7f35cf7896d0ef8a594,440904162803712,5000000000,91470,11003
03627ebe50fc6eb80b0caab0c3714958c701eda735e3c29588e83150d6d4a93976,422212465131520,5000000000,26702,13956
03627ebe50fc6eb80b0caab0c3714958c701eda735e3c29588e83150d6d4a93976,547556790697984,5000000000,549194,44099
03627ebe50fc6eb80b0caab0c3714958c701eda735e3c29588e83150d6d4a93976,548656302325760,6000000000,1301290,21912
03627ebe50fc6eb80b0caab0c3714958c701eda735e3c29588e83150d6d4a93976,405719790714880,3000000000,156908,1357600
03627ebe50fc6eb80b0caab0c3714958c701eda735e3c29588e83150d6d4a93976,468391953498112,2000000000,985052,5383
03627ebe50fc6eb80b0caab0c3714958c701eda735e3c29588e83150d6d4a93976,578343116275712,4000000000,379337,69009
03627ebe50fc6eb80b0caab0c3714958c701eda735e3c29588e83150d6d4a93976,582741162786816,10000000000,706837,1656914
03627ebe50fc6eb80b0caab0c3714958c701eda735e3c29588e83150d6d4a93976,534362651164672,15000000000,41505,53515
03627ebe50fc6eb80b0caab0c3714958c701eda735e3c29588e83150d6d4a93976,428809534898176,5000000000,4434,928678
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,403520767459328,7651301000,0,9047
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,549755813953536,200000000000,0,8480331
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,450799767453696,16435392000,198619,63237
