pubkey,scid,channel_capacity,outgoing_reputation,incoming_revenue
02f3d9e33a2de53e128ae1821f0cff02f7e8c9b6872d949f0ebb0c8e388bad82ac,443103186059264,5000000000,505190,11199
02f3d9e33a2de53e128ae1821f0cff02f7e8c9b6872d949f0ebb0c8e388bad82ac,442003674431488,5000000000,0,344870
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,537661186048000,10000000000,0,0
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,566248488370176,10000000000,0,4546331
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,339749093048320,10000000000,0,189512
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,460695372103680,1200000000,20016,9239
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,515670953492480,39842776000,0,5660569
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,525566558142464,10000000000,0,42832
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,584940186042368,10000000000,0,0
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,458496348848128,6000000000,0,0
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,546457279070208,10000000000,11919747,0
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,495879744192512,6000000000,40569,0
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,576144093020160,10000000000,0,249839
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,493680720936960,6000000000,0,1282029
033d38e07e2541628214c8184cf6c562311059872363e9f538b2f45434418b5bc5,376032976764928,5000001000,276147,5184510
033d38e07e2541628214c8184cf6c562311059872363e9f538b2f45434418b5bc5,360639813976064,2500000000,374229,9735
033d38e07e2541628214c8184cf6c562311059872363e9f538b2f45434418b5bc5,579442627903488,10000000000,6426649,11103
033d38e07e2541628214c8184cf6c562311059872363e9f538b2f45434418b5bc5,374933465137152,10000001000,263972,60876
033d38e07e2541628214c8184cf6c562311059872363e9f538b2f45434418b5bc5,491481697681408,2000000000,1771624,0
