pubkey,scid,channel_capacity,outgoing_reputation,incoming_revenue
03eaf4f94ad680855a7818c2f156ae4a86482dea2f396320c336989ce5f49da880,403520767459328,500000000,0,58
03eaf4f94ad680855a7818c2f156ae4a86482dea2f396320c336989ce5f49da880,404620279087104,200000000,14225,15635
03eaf4f94ad680855a7818c2f156ae4a86482dea2f396320c336989ce5f49da880,402421255831552,500000000,15692,14225
0328946a0693c2a4dd7e5afc2ce2e020c54e07d6693a293b4e1c1fd7e2d09a3eeb,356241767464960,2000000000,3196955,2570902
0328946a0693c2a4dd7e5afc2ce2e020c54e07d6693a293b4e1c1fd7e2d09a3eeb,392525651181568,2000000000,2570902,3196955
03440f4dd43f5e30ffa0fd37eb99e2c27241d71e4fc5b3ea1e9c04a289a51c7ae0,351843720953856,1000000000,1584113,3830178
03440f4dd43f5e30ffa0fd37eb99e2c27241d71e4fc5b3ea1e9c04a289a51c7ae0,346346162814976,2000000000,0,681459
03440f4dd43f5e30ffa0fd37eb99e2c27241d71e4fc5b3ea1e9c04a289a51c7ae0,387028093042688,2000000000,4756815,1036568
03440f4dd43f5e30ffa0fd37eb99e2c27241d71e4fc5b3ea1e9c04a289a51c7ae0,356241767464960,2000000000,4114940,4907676
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,379331511648256,2000000000,130320,3537243
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,388127604670464,2000000000,8281833,5467668
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,387028093042688,2000000000,1418743,10402450
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,382630046531584,2000000000,62159,1754984
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,410117837225984,3000000000,1369361,7009383
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,378232000020480,2000000000,15498319,2414772
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,385928581414912,2000000000,9926866,1280651
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,362838837231616,500000000,1109356,717987
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,389227116298240,2000000000,584994,1810957
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,383729558159360,2000000000,263417,1912028
0364913d18a19c671bb36dd04d6ad5be0fe8f2894314c36a9db3f03c2d414907e1,380431023276032,2000000000,123825,2461022
03796678b7111abef10f3ff85b88f81f9cfe81cac7e3628a11af1679ed912757d5,393625162809344,50000000,0,0
027cd974e47086291bb8a5b0160a889c738f2712a703b8ea939985fd16f3aae67e,358440790720512,20000000000,0,714085362998
027cd974e47086291bb8a5b0160a889c738f2712a703b8ea939985fd16f3aae67e,414515883737088,99995000000,22697604,2874337700697
027cd974e47086291bb8a5b0160a889c738f2712a703b8ea939985fd16f3aae67e,416714906992640,16770000000,81937174,724694022200
027cd974e47086291bb8a5b0160a889c738f2712a703b8ea939985fd16f3aae67e,355142255837184,50000000000,0,3041148791633
027cd974e47086291bb8a5b0160a889c738f2712a703b8ea939985fd16f3aae67e,390326627926016,10000000000,1997390,431108371851
027cd974e47086291bb8a5b0160a889c738f2712a703b8ea939985fd16f3aae67e,417814418620416,16770000000,7785271847750,4227783
03ea17fd97ca7382a192dd4533c8e95ca946ef0827b14984e682af699bcaeb5a53,374933465137152,550000000,0,0
0321743efb2d44a9c1ff8194f03728e119bbf6cde88201b9ac8e6e48f96c99d597,398023209320448,40000000,0,0
0321743efb2d44a9c1ff8194f03728e119bbf6cde88201b9ac8e6e48f96c99d597,396923697692672,51000000,0,0
02c87bce43398e73f65df561b4e776306fc1e74657d67131d76866ba617a0e63c2,403520767459328,500000000,0,0
02c87bce43398e73f65df561b4e776306fc1e74657d67131d76866ba617a0e63c2,407918813970432,500000000,0,0
03b9de7a7d7e8a474b859a59e314cf2a143ae9c569ce78c46289b3ad16cb8c03f9,339749093048320,100000000,4946,1825
03b9de7a7d7e8a474b859a59e314cf2a143ae9c569ce78c46289b3ad16cb8c03f9,340848604676096,100000000,1825,4946
02b568dfb3cb52a0bde61b706f333a4eb4b77b0d38f0a9a591a338a05ae5130296,372734441881600,80000000,1337,50557
02b568dfb3cb52a0bde61b706f333a4eb4b77b0d38f0a9a591a338a05ae5130296,348545186070528,80000000,167876,1412
02b568dfb3cb52a0bde61b706f333a4eb4b77b0d38f0a9a591a338a05ae5130296,376032976764928,24639000,76,117320
